"Question","Scenario","term","estimate","OR","CI","OR_low","OR_high","p.value","q_value","Status","R2_Nagelkerke"
"safety_pre","MedicalSimple","Not at all safe|Somewhat safe",-2.77408320124575,0.06240666482323,"[NA, NA]",NA,NA,7.62932720210706e-13,3.05173088084282e-12,"Stayed significant",0.00827623845106816
"safety_pre","MedicalSimple","Somewhat safe|Completely safe",0.719063546576713,2.05251023016222,"[NA, NA]",NA,NA,0.0163528005021863,0.0163528005021863,"Stayed significant",0.00827623845106816
"safety_pre","MedicalSimple","EXPLN_S1Hardware",-0.0288990647003566,0.971514519627055,"[0.517, 1.826]",0.516501356677206,1.82585537003369,0.928368069212309,0.958852781466991,"",0.00827623845106816
"safety_pre","MedicalSimple","EXPLN_S1Trust",0.14310104533846,1.15384638657439,"[0.603, 2.208]",0.603355364898974,2.20770462099927,0.664790923737884,0.819425904575986,"",0.00827623845106816
"safety_pre","MedicalSimple","EXPLN_S2Untechnical",-0.0917872009887192,0.912299265272183,"[0.534, 1.556]",0.53373201675028,1.55629276755858,0.736254970116881,0.736254970116881,"",0.00827623845106816
"safety_pre","MedicalSimple","EXPLN_S3Prevents",0.228126053305687,1.2562436691195,"[0.746, 2.122]",0.745993229902322,2.1215701848254,0.391441220760745,0.703445034263904,"",0.00827623845106816
"safety_pre","MedicalSimple","combined_Medical_ExperienceTRUE",-0.146065664443426,0.864100960613036,"[0.471, 1.570]",0.470726942584585,1.56956248529195,0.633626848194662,0.633626848194662,"",0.00827623845106816
"safety_pre","MedicalSimple","combined_CS_ExperienceTRUE",0.0189624604989476,1.01914338976495,"[0.508, 2.017]",0.508496878974526,2.01673637724342,0.956827478392256,0.956827478392256,"",0.00827623845106816
"safety_pre","MedicalComplex","Not at all safe|Somewhat safe",-2.52614477340269,0.0799667165980217,"[NA, NA]",NA,NA,2.09158942550831e-10,4.18317885101662e-10,"Stayed significant",0.0150956556237286
"safety_pre","MedicalComplex","Somewhat safe|Completely safe",1.1801862843545,3.25498049835728,"[NA, NA]",NA,NA,0.000731929622465378,0.00146385924493076,"Stayed significant",0.0150956556237286
"safety_pre","MedicalComplex","EXPLN_S1Hardware",0.018501990650161,1.01867421299154,"[0.504, 2.063]",0.504324257707424,2.06343971113596,0.958852781466991,0.958852781466991,"",0.0150956556237286
"safety_pre","MedicalComplex","EXPLN_S1Trust",-0.302627422543513,0.738874333013472,"[0.373, 1.456]",0.373243401347185,1.45579425346982,0.382240323771206,0.819425904575986,"",0.0150956556237286
"safety_pre","MedicalComplex","EXPLN_S2Untechnical",0.131514129331055,1.1405540228739,"[0.646, 2.022]",0.645998710170253,2.02195045855847,0.65060396045945,0.736254970116881,"",0.0150956556237286
"safety_pre","MedicalComplex","EXPLN_S3Prevents",-0.17870144512846,0.836355560153286,"[0.479, 1.455]",0.478836147680644,1.45537270029276,0.527583775697928,0.703445034263904,"",0.0150956556237286
"safety_pre","MedicalComplex","combined_Medical_ExperienceTRUE",-0.232667853080094,0.792416728594507,"[0.404, 1.528]",0.40419251579429,1.52797079833655,0.491918806990413,0.633626848194662,"",0.0150956556237286
"safety_pre","MedicalComplex","combined_CS_ExperienceTRUE",0.251021185647782,1.28533731474638,"[0.660, 2.480]",0.659562559476537,2.48021691460138,0.456532357150338,0.913064714300677,"",0.0150956556237286
"safety_pre","IoTSimple","Not at all safe|Somewhat safe",-1.99194047906941,0.136430428027687,"[NA, NA]",NA,NA,2.46458020462837e-05,3.2861069395045e-05,"Stayed significant",0.0732023241424415
"safety_pre","IoTSimple","Somewhat safe|Completely safe",1.48874711701204,4.43153983854744,"[NA, NA]",NA,NA,0.00112906994343044,0.00150542659124059,"Stayed significant",0.0732023241424415
"safety_pre","IoTSimple","EXPLN_S1Hardware",-0.0450117271184504,0.955986270803129,"[0.493, 1.856]",0.492700803296143,1.85594087283602,0.893958443036028,0.958852781466991,"",0.0732023241424415
"safety_pre","IoTSimple","EXPLN_S1Trust",0.0761518427335501,1.07912641922297,"[0.561, 2.079]",0.560849865692289,2.07934315345377,0.819425904575986,0.819425904575986,"",0.0732023241424415
"safety_pre","IoTSimple","EXPLN_S2Untechnical",0.873074025267859,2.39425956707883,"[1.354, 4.300]",1.3541471570847,4.29963725844104,0.00298879241665951,0.011955169666638,"Stayed significant",0.0732023241424415
"safety_pre","IoTSimple","EXPLN_S3Prevents",0.0268904387283034,1.02725524920639,"[0.595, 1.773]",0.594969301112985,1.77331219710428,0.922960524143001,0.922960524143001,"",0.0732023241424415
"safety_pre","IoTSimple","combined_IoT_ExperienceTRUE",-0.187122465728073,0.829342164174016,"[0.412, 1.680]",0.412207994725318,1.67993739273239,0.600726865419087,0.600726865419087,"",0.0732023241424415
"safety_pre","IoTSimple","combined_CS_ExperienceTRUE",0.747752982047094,2.11224842002973,"[1.070, 4.183]",1.07042093370316,4.18328556953075,0.0310313129361719,0.124125251744688,"Lost significance",0.0732023241424415
"safety_pre","IoTComplex","Not at all safe|Somewhat safe",-1.47695604508909,0.228331662921032,"[NA, NA]",NA,NA,0.000315156342886332,0.000315156342886332,"Stayed significant",0.0350941300287083
"safety_pre","IoTComplex","Somewhat safe|Completely safe",1.83100265340235,6.2401402207466,"[NA, NA]",NA,NA,1.29086443057585e-05,5.16345772230341e-05,"Stayed significant",0.0350941300287083
"safety_pre","IoTComplex","EXPLN_S1Hardware",0.0702007131675333,1.07272346937334,"[0.553, 2.084]",0.552546952866894,2.0843752458888,0.835497879864425,0.958852781466991,"",0.0350941300287083
"safety_pre","IoTComplex","EXPLN_S1Trust",-0.177954597648152,0.836980423505795,"[0.431, 1.619]",0.431140936539555,1.61855416411928,0.597247863568804,0.819425904575986,"",0.0350941300287083
"safety_pre","IoTComplex","EXPLN_S2Untechnical",-0.248694463833282,0.779818199652936,"[0.449, 1.350]",0.448508660293976,1.35030631774075,0.375463405792882,0.736254970116881,"",0.0350941300287083
"safety_pre","IoTComplex","EXPLN_S3Prevents",0.405040651359973,1.49936344998125,"[0.876, 2.585]",0.876094846077403,2.58496399575617,0.141416778834146,0.565667115336583,"",0.0350941300287083
"safety_pre","IoTComplex","combined_IoT_ExperienceTRUE",0.587787572283224,1.80000163328673,"[0.927, 3.539]",0.926920318906065,3.53941801253672,0.0849864776536537,0.169972955307307,"",0.0350941300287083
"safety_pre","IoTComplex","combined_CS_ExperienceTRUE",0.115325593941567,1.12223877223857,"[0.591, 2.120]",0.591206747240507,2.12047722067566,0.722928796228753,0.956827478392256,"",0.0350941300287083
